SEARCH_ROW,PUBLICATION,DATE,TITLE,EDITION,COUNTRY,JOURNAL-CODE,PUBLICATION-TYPE,BYLINE,LANGUAGE,STATE,LOAD-DATE,CITY,LENGTH,SUBJECT,TEXT
457,The Star,10/4/2012,"Mututho's Suit Not Corruption Case, Court Told",,KENYA (93%),,Newspaper,Alphonce Mung'ahu,ENGLISH,,5-Oct-12,"NAIROBI, KENYA (73%)",167 words,MAGISTRATES (91%); CORRUPTION (91%); FRAUD & FINANCIAL CRIME (90%); LITIGATION (90%); SUITS & CLAIMS (88%); LAW COURTS & TRIBUNALS (88%); JUDGES (88%); APPOINTMENTS (84%) Kenya; Corruption; Governance; Legal and Judicial Affairs,"A Sh41.2 million suit against Naivasha MP John Mututho is not a corruption case, a Nairobi court was told yesterday. Special state prosecutor Patrick Kiage told senior principal magistrate Paul Biwott that Mututho's case has never been corruption economic crimes case, although the suit was being tried by a special gazetted senior principal magistrate Lucy Nyambura who has been since been appointed High Court judge. The case had been scheduled for hearing before Nyamura for two days from yesterday and today, but it could not proceed because she is currently a judge. However, Mututho's lawyer Cliff Ombeta told the court that the case should be tried by another magistrate since it is not under the Economic Crimes Act. He expressed concern over the manner in which the case is being treated by the prosecution, saying his client has been coming to court for 11 years and his case has been handled by more than seven magistrates. Biwott directed that the case be heard by another magistrate on October 29."
458,The Star,10/11/2012,Anti-Corruption Commission Joins Suit On Leadership Law,,KENYA (94%),,Newspaper,Carole Maina,ENGLISH,,12-Oct-12,,297 words,CORRUPTION (92%); ETHICS (90%); LEGISLATION (78%); NONGOVERNMENTAL ORGANIZATIONS (78%); ASSOCIATIONS & ORGANIZATIONS (73%); LAW COURTS & TRIBUNALS (71%); JUDGES (71%); HUMAN RIGHTS (67%) Kenya; NGOs and Civil Society; Governance; Human Rights; Legal and Judicial Affairs,"The Ethics and Anti-Corruption Commission and two lobby groups have joined a recently filed case seeking orders to compel Parliament to re-enact the Leadership and Integrity Act of 2012. The anti-corruption commission, Katiba Institute and Inuka Kenya joined the Commission for the Implementation of the Constitution that moved to court last week seeking to declare the Act unconstitutional. High Court judge David Majanja said he is satisfied the three are proper parties in the matter. While EACC and Inuka Kenya were joined as interested parties, Katiba Institute, represented by Yash Pal Ghai, was allowed to be a friend of the court in the case. A friend of the court or amicus is a person or an organisation which is not party to a case but has an interest in it. Such a person may participate in the arguments, but has to ask for permission to present their point of view in a case. The case will be mentioned before Justice Isaac Lenaola of the Constitutional and Human Rights Division on November 7 for further directions. Justice Majanja directed the AG and the interested parties to respond to the suit within 21 days.The parties were also told to exchange written submissions. CIC says the Act, which was passed by Parliament recently, does not meet the constitutional threshold and has been severely watered down. Through lawyer Njoroge Regeru, CIC says Parliament failed to enact the legislation within the deadline set out in the fifth schedule. The Leadership and Integrity Act was enacted to operatinalise Chapter six of the Constitution. The contention of CIC is that , the Act as it is, does not establish procedures and mechanisms to enable the Ethics and Anti-Corruption Commission to enforce compliance with Chapter 6 of the constitution as envisaged under Article 79."
459,The Star,10/26/2012,Corruption Blamed for Banita Conflict,,KENYA (79%),,Newspaper,Moraa Obiria,ENGLISH,,27-Oct-12,,188 words,"CORRUPTION (90%); FRAUD & FINANCIAL CRIME (79%); ETHNICITY (71%) Kenya; Corruption; Conflict, Peace and Security","Corruption and irregular land allocation is to blame for the conflict at the Banita settlement scheme in Nakuru, a parliamentary select committee has said. The Ikolomani MP Bonny Khalwale-led team that is probing the dispute at the scheme said the recurrent violence is not ethnic, but over the irregular land allocation by the Lands ministry. ""Violence and conflict in this settlement scheme is not as a result of ethnicity, but the manner in which the rich and well connected individual fraudulently acquired fertile piece of land at the expense of the genuine and needy squatters,"" he said. Khalwale, who was addressing the residents after touring the expansive settlement scheme on Wednesday, said his committee will summon ministry officials and the provincial administration to explain the criteria for the land allocation. He was accompanied by MPs Lucas Kigen (Rongai), Joseph Kiuna (Molo), Nelson Gaichuhie (Subukia) and Raphael Letimalo (Samburu East). Since the resettlement of the squatters in the 14,000 hectares in 1997, the muilti-ethnic Banita scheme has experienced bloody conflicts among residents over land ownership."
460,The Star,11/19/2012,Code of Ethics to Eliminate Corruption in Supplies,,KENYA (90%),,Newspaper,Joan Wairimu,ENGLISH,,19-Nov-12,,47 words,"ETHICS (91%); CORRUPTION (90%); MISAPPROPRIATION (86%) Kenya; Corruption; Company News; Legal and Judicial Affairs; Economy, Business and Finance","  Cases of corruption or misappropriation of funds in supplies could be a thing of the past, following the launch of the Kenya institute of supplies management code of conduct. Chairman Chris Oanda says defying the code of conduct could see supplies practitioners lose their licenses."
461,The Star,11/20/2012,Corruption East Africa's Newest Non Tarriff Barrier Too Trade,,AFRICA (96%); EASTERN AFRICA (91%); KENYA (79%),,Newspaper,Joan Wairimu,ENGLISH,,20-Nov-12,,52 words,"TARIFFS & DUTIES (90%); NONTARIFF BARRIERS (90%); CORRUPTION (90%) Kenya; Corruption; Trade; International Organizations and Africa; Economy, Business and Finance",Corruption within the East Africa Community has been cited as a non tariff barrier to trade. This is after a survey by transparency international revealed that regulatory authorities in East Africa demand the highest amount of bribes from transporters and drivers.This translates to a high cost of doing business.
462,The Star,11/24/2012,Anti-Corruption Fight in Uganda Seems Dead,,UGANDA (95%); IRELAND (95%); DENMARK (92%); JAPAN (79%); CHINA (79%); UNITED KINGDOM (79%); NORWAY (79%); KENYA (79%); EUROPEAN UNION MEMBER STATES (72%); NORDIC COUNTRIES (56%),,Newspaper,Andrea Bohnstedt,ENGLISH,,24-Nov-12,,849 words,CORRUPTION (90%); PRIME MINISTERS (90%); HEADS OF STATE & GOVERNMENT (90%); FRAUD & FINANCIAL CRIME (78%); EUROPEAN UNION (76%); DEVELOPMENT BANKS (76%); MISAPPROPRIATION (75%); EURO (75%); INTERNATIONAL ECONOMIC ORGANIZATIONS (72%) Uganda; Kenya; Corruption,"I guess it depends on what stories you find entertaining: You could look at the latest corruption shenanigans in Uganda and give a great big yawn, thanks, next. Or you could look at it as the latest episode of a long-running, bit cheap, but still chuckle-worthy soap. And there was a tiny bit of excitement in this saga recently: Ireland found that EUR4m given to Uganda by the Irish government for development in Uganda's north had gone missing. Those were funds channeled through the prime minister's office. When Ireland began looking for its cash, it turned out that an even larger sum for northern Uganda, EUR12 not just from Ireland, but also Norway, Sweden and Denmark, had been misappropriated. The Irish were displeased, but the Ugandan PM was casual - this is clearly a man with a hands-off approach to running his office that rivals that of a neighbouring president. He said this to Irish RTE One: 'I didn't even know. No money was ever paid to me and I never handled money. As Prime Minister I never handle money of Government. Never.' I suspect raising the concept of political responsibility with this gentleman might be a waste of time, so don't. Intriguingly, RTE also wrote 'Local media say the officials perpetrated the fraud from the basement of the office building in which Mr Mbabazi is based.' But maybe Mr Mbabazi was a little too casual. Losing a couple of million euros is not ideal, especially when it was play money for friends and family, but also not the end of the world. The smaller countries like Ireland and Denmark were always more ready to withhold aid (even if only temporarily) than the biggies. Whatevs. But this time, even the biggies were reacting. Last week, the UK announced that it would suspend all direct aid to the Ugandan government. According to the Guardian, total direct financial aid for the current fiscal year was GBP26.9m, of which the remaining GBP11.1m have been frozen for now. Oops. Better find a few minutes to contain this. The Guardian reported on 20 November 2012: 'In a meeting with the EU, US, China, Japan, the World Bank and the IMF on Monday, the Ugandan president, Yoweri Museveni, acknowledged the ""rampant corruption in the country"" and vowed to clean up the civil service.' I suspect Mr Museveni just pulled out the standard manual on 'Responses to Donors Complaining About Corruption' and scanned through the options in his multiple-choice menu (more than one selection allowed: Deny everything; complain about interference in sovereignty, optional: accuse of neo-colonianism, Mugabe variant: accuse of gay gangsterims; emphasise theft of public resources is naturally utterly inacceptable; promise rigorous follow up; claim that UG can do very well thankyouverymuchwithchips without aid, optional: threaten look-East policy; recent addition: threaten withdrawal from Somalia). Faced with clearly strengthened donor willingness to cut not just symbolic amounts of aid, he must have decided to edit the selected response slightly to include the 'rampant' bit and generally seem a bit more conciliatory. Plus add the usual routine of a few court cases against officials of the Office of the Prime Minister. Pole sana for the people who got dragged to court, but they will be reasonably sure that their cases will go nowhere. Also, how tedious that this oil money takes so long to materialise. This has always worked quite well because, of course, donors also have something to lose: if they cut aid in response to corruption allegations, this means that they need to reduce their portfolio in the recipient country. Aid is their business, and no aid means no jobs. Plus outrage at the UG government has to be tempered for PR purposes: surely large-scale corruption doesn't come out of nowhere - anyone with even the most rudimentary Google skills can easily pull up a portfolio of Uganda's Great Hall of Corruption Fame. So why keep giving money to a government that is clearly corrupt? The World Bank - an organisation that has VIP tickets in access to Uganda's fiscal and other data - is reportedly also assessing its engagement with Uganda and came to the following cutting-edge conclusion: 'The recent allegations indicate that the overall fiduciary environment in Uganda needs to be strengthened to ensure better management of public resources.' No kidding, Captain Obvious! Uganda receives on average USD350m to USD400m a year from the World Bank, and of that, USD100m is not tied to any projects, but is direct budget support. I'm curious to see how this will play out. By which I mean: how long will it take everyone to go through the usual motions and reinstate funding. For one, Uganda is still an important player in Somalia where few other countries were ready to send troops. And the situation in eastern DRC might also require some consideration. Plus, all those aid agency folks want to get on with their business. Here's a hint: According to Uganda's Independent, the US ambassador to Uganda said: 'The U.S has decided to continue giving aid to Uganda despite the ongoing numerous investigations into the misuse of foreign aid.'"
463,The Star,11/27/2012,Interviews for Anti Corruption Commission CEO,,KENYA (59%),,Newspaper,Maureen Waruinge,ENGLISH,,27-Nov-12,,34 words,CORRUPTION (90%); EMPLOYMENT SEARCH (89%); ETHICS (88%) Kenya; Corruption; Labour; Governance,  Interviews for the head of the ethics and anti corruption commission will be conducted next week. Only five made it out of the 27 applicants who applied for the position. Two women are among those shortlisted.
464,The Star,12/5/2012,"Kenya Loses 250,000 Job to Corruption Annual",,KENYA (94%); AFRICA (79%),,Newspaper,Eugene Okumu,ENGLISH,,6-Dec-12,,247 words,JOB CREATION (92%); EMPLOYMENT (91%); EMPLOYMENT GROWTH (90%); ECONOMIC CONDITIONS (90%); CORRUPTION (90%); ECONOMIC NEWS (90%); BRIBERY (90%); LABOR FORCE (78%); ECONOMIC DEVELOPMENT (78%); EMERGING MARKETS (78%); LABOR SECTOR PERFORMANCE (78%); ECONOMIC GROWTH (78%); INTERNATIONAL ECONOMIC DEVELOPMENT (78%); ELECTIONS (77%); ECONOMIC RECOVERY (77%); INTERNATIONAL ECONOMIC ORGANIZATIONS (74%); EMPLOYMENT SEARCH (73%); SEXUAL HARASSMENT (73%); TRANSPORTATION INFRASTRUCTURE (72%); HIGHWAYS & STREETS (56%) Kenya; Corruption; Labour; International Organizations and Africa,"The money that individuals and firms in Kenya use to pay bribes can be used to create employment for 250,000 people according to a World Bank report. The report that gives an update on the state of Kenya's economy, highlights corruption as the single most persistent barrier to economic development, despite improvements in provision of energy and road infrastructure. The report has also stated that modern job creation in the country is still low in comparison to the large number of job seekers. While each year 800,000 people reach the working age, there are only 50,000 jobs available which leads to high competition. The high competition is the contributor to nepotism, tribalism, bribery, and sexual harassment in the job market according to the report. To create more good jobs Kenya needs to boost the skills of its workforce, the report recommends. The report has noted that more modern jobs have been created and there is less reliance on subsistence farming. It give the example of less than half of Kenya's total population being engaged in subsistence farming as opposed to two out of three people 20 years ago. However, the report warns that while the country will be entering 2013 from a position of economic improvement, past electoral transitions have exposed Kenya's vulnerability and that attention needs to be directed towards the conduct of the 2013 elections. This will help the country attain the projected five percent economic growth up from the current 4.3 percent."
465,The Star,12/5/2012,"Corruption By Lands Officers Will Not Be Tolerated - Orengo, Bifwoli",,KENYA (79%),,Newspaper,Eric Oloo,ENGLISH,,6-Dec-12,,172 words,CORRUPTION (90%); RURAL COMMUNITIES (59%) Kenya; Corruption; Governance; Land and Rural Issues,"Officials at lands ministry who are involved in corruption during issuance of title deeds will face the sack according to lands minister James Orengo. Speaking at Ukwala town in Ugenya during the commissioning of a Sh5.4 million lands office, Orengo and his assistant Bifwoli Wakoli said the move is aimed at ensuring members of the public receive genuine service delivery without bribing. ""Lands officers are supposed to enhance the issuance of title deeds and those out to enrich themselves will have to go,"" said Wakoli. Orengo said his ministry intends to devolve land services and will take title deeds to strategic places where wananchi can easily access them. He said Ukwala and Siaya lands offices are two such facilities and added that they will be digitalised soon so as to get rid of the backlog. Orengo while responding to Alego-Usonga MP, Edwin Yinda over the concern of lack of title deeds among most residents, said by the end of this financial year all the residents within the constituency shall have acquired title deeds."
466,The Star,12/6/2012,"Corruption Killing Job Creation in Kenya, Says New World Bank Report",,KENYA (94%); EASTERN AFRICA (79%); AFRICA (79%),,Newspaper,Solomon Kirimi,ENGLISH,,7-Dec-12,,378 words,JOB CREATION (92%); INTERNATIONAL ECONOMIC ORGANIZATIONS (92%); EMPLOYMENT GROWTH (90%); CORRUPTION (90%); BRIBERY (90%); GROSS DOMESTIC PRODUCT (89%); ECONOMIC NEWS (89%); IMPORT TRADE (89%); EMPLOYMENT (89%); EMERGING MARKETS (78%); POLLS & SURVEYS (78%); ECONOMIC GROWTH (78%); CONTRACTS & BIDS (77%); PLANT CAPACITY (73%); FAMILY FARMS (73%); ELECTIONS (72%); CAMPAIGNS & ELECTIONS (72%); PUBLIC CONTRACTING (72%); MANUFACTURING OUTPUT (72%); CURRENT ACCOUNT BALANCE (71%); SEXUAL HARASSMENT (69%); PETROLEUM EXPORTS & IMPORTS (61%) Kenya; Corruption; Labour,"Corruption accounts for loss of resources enough to create 250,000 jobs in Kenya annually, the World Bank has said. In its latest economic update titled 'Kenya at Work', the report says an enterprise survey found out that firms pay up to 12 per cent of value of government contracts to win them and four per cent value of their sales is directed towards bribe payment. Total kickbacks paid on government contracts are approximated at Sh36 billion and another Sh69 billion is paid in form other related bribes. ""Kenya stands out for it's business related corruption than any other country in the world,"" the report says. Currently only about 50,000 out of an estimated 800,000 youths leaving school annually get employment. ""Nepotism, tribalism, sexual harassment and corruption determine who gets these jobs leaving the rest to find their own means of survival,"" said World Bank country director Johannes Zutt. Zutt said in Kenya the main barriers to creation of jobs through investments are corruption, access to electricity, and poor infrastructure. The World Bank downgraded its earlier prediction of a 5 per cent GDP growth for Kenya to 4.3 per cent, one per cent lower that 2011, but maintained its 2013 projection at 5 per cent. The report shows Kenya's economy is stable but vulnerable due to the expected general election shocks, transition to a new governance system and the Euro crisis. ""Kenya's economy is out of balance and the external position has become even more vulnerable as the country's current account deficit has skyrocketed and could reach 15 per cent of GDP in 2012,"" the survey notes ""This is among the worst external balances in the world and poses a significant risk to Kenya's economic stability."" Kenya's growth remains below the African average and substantially below that of its East Africa Community partners with an average of 6 per cent annual growth. Over the last decade, Kenya's imports have grown faster than its exports since mid-2011, with earnings from top four exports not enough to pay for oil imports. The survey recommends that Kenya should increase its manufacturing capacity and help the high number of people leaving family farming activities to create agricultural processing for export, in order to increase employment opportunities."
467,The Star,12/11/2012,Fighting Corruption the Singapore Way [opinion],,SINGAPORE (97%); ASIA (79%); KENYA (79%); AFRICA (79%),,Newspaper,Hukka Warrio,ENGLISH,,12-Dec-12,,875 words,"CORRUPTION (94%); BRIBERY (90%); INVESTIGATIONS (89%); CRIMINAL INVESTIGATIONS (89%); BEST PRACTICES (89%); EVIDENCE (88%); POLITICAL CORRUPTION (78%); IMMIGRATION (78%); CIVIL SERVICES (77%); PUBLIC CONTRACTING (77%); PRIME MINISTERS (77%); HEADS OF STATE & GOVERNMENT (77%); WITNESSES (75%); ARREST WARRANTS (75%); ARRESTS (75%); EXCISE & CUSTOMS (75%); CRIMINAL CONVICTIONS (75%); FINES & PENALTIES (70%); BANKING & FINANCE (69%); EMPLOYMENT SEARCH (68%); CRIMINAL FINES (67%); CARTELS (56%); LICENSES & PERMITS (50%) Kenya; Corruption; Asia, Australia, and Africa","The UN International Anti-Corruption day is commemorated worldwide on December 9. What better time to mull over international best practices against graft? In this article, I shall highlight Singapore's experience of 'keeping the government clean,' as narrated by Lee Kuan Yew, Prime Minister of Singapore, 1959-1990, in his famous book, From Third World to First. At independence from Britain in 1965, the government in Singapore was held hostage by corrupt officials: the police formed cartels to collect monthly baksheesh from transport companies and failure to pay would invite an arrest warrant on trumped up charges; one had to pay a bribe to be admitted into hospital even after a road accident; customs and immigration officials were on the take; procurement officers provided information on tender bids for a fee; even garbage collectors would not do their job without being paid a bribe! The first independence government under Prime Minister Lee Kuan Yew came to power with 'a deep sense of mission to establish a clean government.' All Ministers except one, were university graduates. They were professionals who came into politics to serve, not to seek employment or to enrich themselves. Ministers commanded the respect of the people and of public servants. They exuded confidence and a sense of purpose. Lee's Party moved quickly to put regulatory oversight and statutory instruments in place to prevent, detect, deter and stop corruption in its tracks. An anti-graft body, The Corrupt Practices Investigation Bureau (CPIB) was formed under a director and given sweeping powers including power of arrest, investigations of bank accounts and bank books of suspects, their wives, husbands, children or agents. CPIB officers had full government support to deal with all transgressors without exception. They carried out thorough investigations and worked hand-in-hand with the courts which in turn enforced the law without fear or favour. Petty corruption was dealt with by among other measures, simplifying procedures, taking away discretionary powers and abolishing certain permits and licenses. So much for the small fish! For the big fish, more serious action was needed. Anti-graft laws were tightened to close loopholes to secure convictions. It became unnecessary to prove that the person who accepted a bribe was in a position to carry out the required favour. The Comptroller of Income Tax was obliged to give information on anyone investigated. Judges accepted the evidence of an accomplice. The courts took as corroborative evidence proof of the fact that the accused lived beyond his or her legitimate verifiable income, or had property that could not be explained by lawful, income. The CPIB director had the full power to investigate every person including high officials and ministers without fear of interference from any quarter. It was compulsory, by law, for witnesses summoned by the CPIB to present themselves in person to give information. In 1989, the maximum fine for corruption was increased from Singaporean dollars(S$)10,000 to S$100,000. Giving false information to the CPIB became an offence subject to imprisonment and a fine of up to S$10,000. The courts were empowered to confiscate benefits derived from corruption. The three decades from the 1960 saw at least three cabinet ministers, one in each decade, accused of impropriety, or behavior unbecoming. The first was Tan Kia Jan, Minister for National Development and later government representative on the board of Malaysian Airways. He was accused of taking bribe, of not discharging his duties beyond reproach, in the purchase of a Boeing aircraft by the airline. He was sacked and socially ostracized. Wee Toon Boon was Minister of State for the Environment in 1975 when he took a free trip to Indonesia for himself and his family members, paid for by a housing developer. He also accepted a bungalow from the developer. He was charged, convicted and sentenced to four years and six months in jail. He appealed. The conviction was upheld but the sentence was reduced by 18 months. The most memorable fall from grace and honour was perhaps that of Teh Chiang Wan, Minister for National Development in 1986. He admitted under cross-examination that he accepted two cash payments of S$400,000 each as bribe, 'in one case to allow a development company to retain parts of its land under compulsory acquisition by government and the second to assist a developer in purchasing state land for private development.' These payments were received in 1981 and 1982. When the evidence was out and he felt he had lost face, lost grace, lost honour and lost all, he did the unthinkable--he took his own life leaving a suicide note addressed to Prime Minister Lee. Prime Minister, I have been feeling very sad and depressed for the last two weeks. I feel responsible for the occurrence of this unfortunate incident and I feel I should take full responsibility. As an honourable oriental gentleman, I feel it is only right I should pay the highest penalty for my mistake. Yours faithfully, Teh Cheang Wan The Cheang Wan's widow and daughter left Singapore for exile and never returned. In the words of Lee Kuan Yew, 'they had lost too much face.' Amb. Dr Hukka Wario is a retired Civil Servant."
468,The Star,12/15/2012,Anti Corruption Commission Warns Aspirants On Intergrity,,KENYA (93%),,Newspaper,Maureen Waruinge,ENGLISH,,17-Dec-12,,56 words,ETHICS (90%); ELECTIONS (90%); CORRUPTION (90%); CAMPAIGNS & ELECTIONS (90%) Kenya; Governance; Company News,  Kenyans seeking political posts during the next general election are being reminded that they will be subjected to thorough vetting ahead of the next general election. The Ethics and Anti Corruption Commission says those seeking elective posts must return their self declaration forms by next week Friday before a final decision is made.
469,The Star,12/28/2012,Citizens Reporting Junior Officers More Than Seniors For Corruption,,KENYA (79%),,Newspaper,Macharia Wamugo,ENGLISH,,28-Dec-12,,57 words,CORRUPTION (92%); ETHICS (90%) Kenya; Corruption; Legal and Judicial Affairs,A majority of corruption related cases reported to the Ethics and Anti-Corruption Commission involved junior officers. In its annual report the commission says allegations against junior officers accounted for 57 percent of the reports followed by middle level officers and senior officers respectively. EACC's Spokesman Nicholas Simani explains.
470,The Star,12/29/2012,Anti-Corruption Drive a Terrible Low - Analysts [analysis],,KENYA (93%); EASTERN AFRICA (76%),,Newspaper,Walter Menya,ENGLISH,,31-Dec-12,,232 words,CORRUPTION (94%); POLITICAL SCANDALS (90%); SCANDALS (90%); JUSTICE DEPARTMENTS (65%) Kenya; Corruption; Governance; Legal and Judicial Affairs,"Among the lows of President Kibaki's era, analysts point to a multitude of unfulfilled promises in the fight against corruption. Chaacha Mwita, a former editor at Standard Group summed up Kibaki's tenure and his administration's efforts to combat corruption in his memoirs Citizen Power as thus: ""In my own lifetime, I have not witnessed a period in Kenya's history when grand high hopes fell to the ground and disintegrated into vapour with such dramatic intensity and irony as happened between 2002 and 2008."" Analysts said this was a failure by the Kibaki administration to respect institutions and less effort on national reconciliation. The President of the East African Law Society, Aggrey Mwamu, said the president's anti-corruption drive has totally failed, giving rise to so many mega scandals. And his 2,156-word Jamhuri Day speech never referred to his administration's fight against corruption, signaling the backburners where the vice finds itself today compared to his December 29, 2002 inaugural speech. The major corruption scandals that blotted the Kibaki's tenure was the Anglo Leasing-type projects in which the country lost more than Sh50 billion. Close allies of Kibaki including then Justice minister Kiraitu Murungi and his Treasury counterpart David Mwiraria who were implicated in the scandal were cleared under blurred circumstances and shortly after reinstated to the Cabinet."
471,The Star,12/29/2012,Less People Reported Corruption Last Year,,KENYA (76%),,Newspaper,Macharia Wamugo,ENGLISH,,31-Dec-12,,70 words,ETHICS (90%); ANNUAL REPORTS (90%); CORRUPTION (90%) Kenya; Corruption; Legal and Judicial Affairs,  The number of reports received by the Ethics and anti corruption commission reduced by 26.4 % to 5230 this year as compared to 7109 last year according to this years annual report. Out of the cases reported 2183 were within the commissions mandate while the rest were referred to relevant authorities. A majority of the complaints were administrative in nature accounting for 21%. Here is EACC spokesman Nicholas Simani.
472,The Star,2/8/2013,Anti-Corruption Body to Update On CDF Investigation,,KENYA (79%),,Newspaper,Nelly Gitau,ENGLISH,,8-Feb-13,,38 words,"CORRUPTION (91%); ETHICS (90%); INVESTIGATIONS (90%); EXECUTIVE MOVES (86%) Kenya; Corruption; Economy, Business and Finance; Legal and Judicial Affairs",  The Ethics and Anti-Corruption Commission will this morning give an update on the CDF investigation status. The Commissions' new CEO Abdi Ahmedd Mohamud will also be officially introduced after his appointment in December last year.
473,The Star,2/26/2013,Presidential Candidates Evaded Corruption Questions in Debate,,KENYA (90%),,Newspaper,Nelly Gitau,ENGLISH,,26-Feb-13,,52 words,CORRUPTION (90%); POLITICAL CANDIDATES (90%); SCANDALS (88%) Kenya; Corruption; Governance,  Kenyans still have more questions than answers over integrity issues of some of the presidential candidates following yesterday's debate. Transparency International Kenya Director Samuel Kimeu says the answers given were not convincing and more so the corruption scandals some were implicated in were never resolved.
474,The Star,2/28/2013,Corruption High in Lands Offices,,KENYA (79%),,Newspaper,Cornelius Mwau,ENGLISH,,28-Feb-13,,51 words,CORRUPTION (90%); BRIBERY (89%) Kenya; Corruption,"  Corruption remains a major hindrance in the Land ministry. In a Land Government and Development Institute report, 60% of those seeking services at the ministry are forced to pay bribes to be served. Land expert Mwenda Makathimo says there is need to automate those services in order to address the problem."
475,The Star,3/29/2013,Kirinyaga Governor to Fight Corruption,,KENYA (95%),,Newspaper,Jane Mugambi,ENGLISH,,30-Mar-13,,250 words,CORRUPTION (90%); GOVERNORS (90%); WITNESSES (78%); CIVIL SERVICES (78%); LAW COURTS & TRIBUNALS (68%) Kenya; Corruption,"Kirinyaga county governor Joseph Ndathi has said his government will take action against individuals who engage in corruption. Speaking after taking oath of office at Kutus Primary School, Ndathi said: ""I do not care whether you campaigned for me or not. As a former administrator I am not going to tolerate corruption."" He said he will work with everyone and told residents that the campaign period is over. Ndathi said no government employee will be intimidated in the course of discharging duty, saying politics will not be entertained in government offices. ""Civil servants will not interfere with your work, so do your part as I do mine,"" said Ndathi. He said he will cooperate with all leaders and will soon develop a five- years strategic plan that will help the county realise its potential. Thousand of residents flocked the school compound as early as 7 am to witness the event. Kerugoya High Court judge Lady Justice Cecilia Githua administered the oath to Ndathi and his deputy Julius Njiri. Njiri thanked Kirinyaga residents for voting them in office and promised that they will not let the voters down. He said he will assist the governor in ensuring that all promises made during the campaigns are fulfilled. He said his office will address the many challenges facing the region and called for support from relevant stakeholders. Those who attended the event included former Chief Justice Evan Gicheru, Transport PSs Kibicho Karanja and Richard Ndubai PS, among other senior government officials."
476,The Star,4/8/2013,Council Loses 20 Million to Corruption Daily,,KENYA (90%),,Newspaper,Cornelius Mwau,ENGLISH,,8-Apr-13,"NAIROBI, KENYA (90%)",36 words,CORRUPTION (90%) Kenya; Corruption,"  Over 20 million shillings is lost to corruption daily at the Nairobi city county. Officer in charge of integrity Daniel Masetu says most of the graft cases occur in the licensing, parking and food and hygiene departments."
477,The Star,4/11/2013,Mwea Farmer Accuses Mill of Corruption,,KENYA (79%),,Newspaper,Jane Mugambi,ENGLISH,,11-Apr-13,,130 words,FARMERS & RANCHERS (90%); AGRICULTURE (90%); RICE FARMING (90%); CORRUPTION (89%); RICE MILLING (88%); PUBLIC FINANCE (86%); BANKING & FINANCE AGENCIES (70%); PUBLIC FINANCE AGENCIES & TREASURIES (70%) Kenya; Corruption; Agribusiness,"A rice farmer in Mwea suspects that their society officials are mismanaging money set aside by the government to offset their debt.The farmer who did not want to be named said Mwea Rice Mill Growers society has been harvesting their rice to recover their debt. However, last year Finance minister Njeru Githae gave the society money to offset the debt.""Now that the debt has been paid off, the officials are trying to swindle part of the money to get back to our fields,"" said the farmer. He said they are unable to get bank statements from the society.Efforts to get a comment from the societies general manager were futile as he was in closed door meetings for two days. The farmer said MRGM should pay them for the extra rice they harvested as its value surpassed that of their debt."
478,The Star,4/13/2013,"Cabinet List Sent to NIS, Anti-Corruption for Clearance [editorial]",,KENYA (93%),,Newspaper,,ENGLISH,,15-Apr-13,,447 words,CORRUPTION (92%); POLITICS (90%); LEGISLATIVE BODIES (89%); SPECIAL INVESTIGATIVE FORCES (89%); BACKGROUND CHECKS (89%); INTELLIGENCE SERVICES (78%); POLITICAL CORRUPTION (77%); SCANDALS (77%); INVESTIGATIONS (77%); ETHICS (72%) Kenya; Corruption; Governance,"PRESIDENT Uhuru Kenyatta has sent the names of his likely nominees for Cabinet to the National Intelligence Service for background checks. NIS will check with the Kenya Revenue Authority to ensure that the proposed nominees are tax compliant as well as the Ethics and Anti-Corruption Commission to ensure that they are not corrupt. Uhuru and Deputy President William Ruto want to prepare a list that will not have problems in Parliament when they present it for vetting. They do not want nominees to have ongoing cases or investigations related to corruption or abuse of office. Some past ministers and politicians have already been disqualified for involvement in scandals including the running of the Constituency Development Funds. ""There are at least four senior politicians who were ministers in the grand coalition government that the president and the deputy president have already struck out of their initial list out of their questionable past in running of public affairs. A number of Permanent Secretaries who were to be promoted will also be shocked,"" a senior government official said. Speaker Justin Muturi and MPs have already warned that the National Assembly will not rubber-stamp the nominees and those on the list should be prepared for thorough vetting. Uhuru and Ruto have already prepared a list of 19 Cabinet Secretaries including six women but have eight names spare in case some of their nominees are rejected. The Constitution requires them to select a minimum of 14 Cabinet Secretaries and a maximum of 22. They are likely to announce the Cabinet nominees with some youthful and new faces on Monday, the day before Parliament reconvenes on Tuesday. ""There are some names that keep on being mentioned in the media. Very many of them especially current ministers will be surprised when the list is out. They (Uhuru and Ruto) have concentrated on experience and knowledge instead of political patronage. It is a delicate balancing act,"" said a senior Jubilee member. Parliament will start sitting on April 16 and one of its first duties will be to set up various House committees. The Committee on Appointments will vet the nominees before presenting them for approval to the National Assembly. The Committee will also invite the public to make submissions on the nominees who will be grilled publicly on their qualifications, experience and integrity. Uhuru, 51, and Ruto, 46, have concentrated on identifying young professionals of around the same age to take up the cabinet roles as well as other positions in their offices and State House. However some of the most critical dockets such as Security and Finance will be taken up by more senior individuals with experience."
