SEARCH_ROW,PUBLICATION,DATE,TITLE,EDITION,COUNTRY,SECTION,JOURNAL-CODE,PUBLICATION-TYPE,BYLINE,LANGUAGE,LENGTH,ORGANIZATION,LOAD-DATE,CITY,SUBJECT,TEXT
610,Cape Times (South Africa),5/1/2008,MPs lock horns with Home Affairs DG over corruption allegations,e1 Edition,SOUTH AFRICA (94%),NEWS; Pg. 4,CT,Newspaper,BABALO NDENZE,ENGLISH,463 words,,30-Apr-08,,TALKS & MEETINGS (90%); EVIDENCE (90%); CORRUPTION (90%); FRAUD & FINANCIAL CRIME (77%); SPONSORSHIP (68%); WRITERS (60%); SMART CARDS (53%),"IT WAS a tense encounter yesterday when straight-talking Home Affairs director-general Mavuso Msimang and members of the National Assembly's home affairs portfolio committee locked horns over allegations that members of the committee were ""colluding"" with suspended department officials accused of corruption. The Speaker has now been asked to intervene. Msimang stuck to his guns when he faced MPs who summoned him to appear before the National Assembly's home affairs committee to provide evidence to support the |allegations. During yesterday's meeting, Msimang also repeated what he said at a previous committee meeting - that a visit to a German company in June last year by the committee had the potential to compromise tender procedures. The visit was partly sponsored by MAN Ferrostaal, a company with an interest in the smart-card technology for which Home Affairs will soon invite tenders. Msimang said the department's legal team conducting the disciplinary hearings had evidence but said he wasn't aware that he had to bring physical evidence to the meeting and therefore he couldn't substantiate the allegations. Had he known that the meeting would have been ""so legalistic"" and complicated, he would have brought his own legal team. The committee eventually resolved to refer the matter |to the Speaker of the National Assembly for further |investigation. On the alleged collusion between MPs and suspended officials, Msimang said there were glaring similarities between a statement made by ANC MP Kgoloko Morwamoche and evidence given by one of the suspended officials during hearings. Msimang said Morwamoche's comment that the department was removing the officials ""so corruption can continue"", was ""tantamount to defamation"". ""I would think the committee would be worried about this (corruption). It's a matter that should interest the committee. I would think that bothers you. ""The efforts expressed here seem to be extremely hostile,"" said Msimang. He said the similarities between what Morwamoche said and what the suspended official said were ""too much of a coincidence"". ""There is a direct link in the position taken by the member and the suspended official,"" said Msimang. The DG also mentioned how shocked he was when at a previous home affairs committee meeting, he received a scribbled note stating that the department ""has absolutely no chance of winning its case against one of its suspended employees"". Msimang said the author of the note ""was none other than (ANC MP Patrick Chauke)"". He called on Chauke to explain what he had meant by the note. But Chauke refused to confirm that he had written the note. Chauke then reminded Msimang that he was not the equal of MPs and accused him of attempting to avoid being accountable to the committee. babalo.ndenze@inl.co.za"
611,Cape Times (South Africa),5/9/2008,'Corruption keeps oil wealth from the people',e2 Edition,EGYPT (94%); AFRICA (93%); LIBYA (92%); ETHIOPIA (79%); WESTERN AFRICA (79%); EASTERN AFRICA (79%),NEWS; Pg. 2,CT,Newspaper,,ENGLISH,178 words,AFRICAN UNION (58%); UNITED NATIONS (55%),9-May-08,,CORRUPTION (90%); ELECTIONS (78%); CAMPAIGNS & ELECTIONS (78%); LIVING STANDARDS (72%); ELECTION AUTHORITIES (69%); CHILDREN (67%),"Libyan leader Muammar Gaddafi accused a ""corrupt"" government of failing to manage the country's oil wealth and ordered it to hand out oil money directly to the country's 5 million people - to improve their living standard using soaring oil revenues. The 53 nation African Union will hold its next summit in the Egyptian resort of Sharm El-Sheikh on June 30 and July 1. Increasing the supply of drinking water will be the key theme, the AU said yesterday. Benin's electoral commission yesterday delayed the result of local elections in the west African state, seen as a test of its reform-minded president. The results had been due to be announced on Tuesday. Britain said yesterday it will give Ethiopia Σ133 million this year to help the Horn of Africa country try to achieve the UN Millennium Development Goals (MDGs). Some of the money will be used to send one million children to school. An Egyptian court has fined a leading independent Egyptian editor $2 000 for publishing a report in the daily al-Badeel on labour problems inside the nation's state-owned news agency."
613,Cape Times (South Africa),6/3/2008,Police divisions must unite to fight members' corruption,e1 Edition,SOUTH AFRICA (94%),NEWS; Pg. 5,CT,Newspaper,COURTNEY BROOKS,ENGLISH,273 words,,2-Jun-08,,CORRUPTION (95%); POLICE FORCES (91%); LAW ENFORCEMENT (90%); FRAUD & FINANCIAL CRIME (90%); POLICE MISCONDUCT (90%); INVESTIGATIONS (77%); CRIME PREVENTION (73%); CRIMINAL CONVICTIONS (73%); ASSOCIATIONS & ORGANIZATIONS (69%),"SAPS and Metropolitan police departments should work together to fight corruption in law enforcement, according to the SA Crime Quarterly. ""Important issues that need to be addressed are the disciplinary code within the metro police departments, the lack of investigative powers granted MPD (metropolitan police department) officers and SAPS's failure over the past seven years to effectively implement any relevant strategies,"" the report said. It also said that the police organised crime unit which replaced the Anti-Corruption Unit (ACU) in 2002 did not live up to the work of the ACU. ""Data available from 2006/07 show a total of 222 members suspended for corruption and fraud that financial year. This must be compared with the 1 048 corruption arrests and 193 convictions led by the ACU in 2000."" SAPS spent between 2001 and 2007 developing The Corruption and Fraud Prevention Plan. It only began being rolled out in September 2007, and is still incomplete. The ""obscene"" delay, which ""combined with the misleading approach to reporting, raises serious questions about political will to tackle corruption in the organisation"", the report stated. However, it ""must be viewed in a positive light,"" it said. ""One of the most exciting aspects of the plan is its leaning towards public education on police corruption. Through as yet undecided means, the SAPS hopes to educate the public about police corruption and the mechanisms it will put in place to combat it."" The plan will include a SAPS anti-corruption hotline. ""Other promising new tools include exit plans to members whose hands are already dirtied by corruption. courtney.brooks@inl.co.za"
614,Cape Times (South Africa),6/11/2008,"Province to probe corruption in Western Cape Taxi Council, says Fransman",e2 Edition,SOUTH AFRICA (94%),NEWS; Pg. 3,CT,Newspaper,BABALO NDENZE,ENGLISH,351 words,,10-Jun-08,,INVESTIGATIONS (92%); CRIMINAL INVESTIGATIONS (90%); CORRUPTION (90%); MISCONDUCT (78%); TAXICABS & LIMOUSINES (78%); ASSOCIATIONS & ORGANIZATIONS (73%),"THE department of transport and public works is to probe allegations of corruption and abuse of resources by the Western Cape Taxi Council, MEC Marius Fransman said yesterday. Briefing the media on the ongoing problems plaguing the council following the expulsion of its chairman Junaid Peters and the dissolution of its executive, he said he had also ordered officials to reopen its Athlone offices today after they were closed for about four weeks when members of rival taxi associations Cata and Codeta stormed them. Last week, the taxi industry called for an urgent conference after the removal of Peters. Peters was expelled by the SA National Taxi Council (Santaco) for failing to fulfil his national duties as chairman of the Western Cape council. He has also been expelled from the Mitchells Plain Taxi Forum for serious misconduct. ""We will be investigating allegations that people (wanting to recapitalise their old vehicles) are paying the taxi council. The allegations are that people are paying R12 500 to taxi council members,"" said Fransman. The department is also going to investigate allegations that council members are abusing resources and money for their own personal gain. ""We are going to investigate all those issues. There's a lot of smoke and mirror stuff here and things that need explaining,"" said Fransman. Fezile Mbambo, an official in the department said the council would also have its own investigation. Fransman added that he fully endorsed and recognised the ""democratically"" elected council and its structures and also understood the frustrations faced by members on the ground. ""I've got full confidence in the council until their term of office ends and it can end at any time. I've also got full confidence in Cata, Codeta and the Mitchells Plain Taxi Forum. My focus is not on individuals. My focus is on the bodies and council,"" said Fransman. Asked what his position was on the allegations by the Mitchells Plain Taxi Forum that Peters was behind the recent taxi conflicts in the area, Fransman said the matter should be left to the police to investigate. babalo.ndenze@inl.co.za"
615,Cape Times (South Africa),6/24/2008,"Rasool praises civil servants for 'thankless job well done', dismisses corruption claims",e2 Edition,AFRICA (93%); SOUTH AFRICA (92%),NEWS; Pg. 5,CT,Newspaper,AZIZ HARTLEY,ENGLISH,413 words,,23-Jun-08,,CIVIL SERVICES (91%); CORRUPTION (90%); MANAGERS & SUPERVISORS (78%); ECONOMIC GROWTH (69%); NONGOVERNMENTAL ORGANIZATIONS (68%); BACK OFFICE OPERATIONS (61%); RACISM & XENOPHOBIA (52%),"DESPITE the job being a thankless one, honest and hardworking public servants should be saluted for their efforts to improve the lives of citizens and not be tarnished with an incorrect image of a corrupt service. These were the messages Premier Ebrahim Rasool and public service commissioner Norman Maharaj conveyed when a number of civil servants and government department heads gathered in the city yesterday to celebrate Africa Public Service Day. Rasool praised public servants for enduring severe pressure in their daily work and for their service to the public. The celebrations also presented them with an opportunity to reflect on their tasks and to measure the expectations of the service, he said. Rasool said that with a few exceptions, African countries had prospered over the past 10 years; their average economic growth stood at 5% and that all this was thanks to the hard work of people in the public service. ""Elements of non-democracy are eliminated all the time. Some resist democracy because they want to rule on and on, but those are the dying kicks because they know their time has come,"" Rasool said. He condemned the recent xenophobic attacks as un-African and said it came as a huge shock, given that South Africa was behind the notion of the African Renaissance. ""But if that was the negative, then the positive was that South Africa's public service, together with NGOs and churches and other people rallied to this tragedy and disaster to give of themselves, to give their time, sacrificing their comfort, to rise to the challenge as the police did. ""That's the pride we carry with our work. Imagine what it means to feed 19 000 three meals a day at 76 locations in a politically contested environment. But that's the work that you have been able to do - seeing to the comfort of people and then the hard work of persuading people to be re-integrated and going back to those communities,"" Rasool said. Maharaj said there has been huge improvement in the public service over the years and that a general perception of a corrupt service was wrong. He praised civil servants for the work they did and said they should regard their roles as important, irrespective of the functions they performed. ""Both sides play an important role. The people in the front line and the people in the back offices, people in management . All of us play a critically important role in terms of keeping the public service together. We work as a team,"" he said. aziz.hartley@inl.co.za"
616,Cape Times (South Africa),7/7/2008,ANC women will be behind Zuma in his corruption trial,e2 Edition,SOUTH AFRICA (79%); NETHERLANDS (70%),NEWS; Pg. 5,CT,Newspaper,Deon de Lange,ENGLISH,334 words,WOMEN'S AFFAIRS (84%),6-Jul-08,,CORRUPTION (90%); VOTERS & VOTING (90%); ELECTIONS (78%); TALKS & MEETINGS (78%); CAMPAIGNS & ELECTIONS (78%); WHISTLEBLOWERS (73%),"ANC president Jacob Zuma will enjoy the full backing of the ANC Women's League (ANCWL) during his upcoming corruption trial, newly elected league president Angie Motshekga has announced. The Gauteng Education MEC pointed out that ANCWL members were ""ANC members first"" and therefore bound by the party's resolution to ""find ways of expressing support"" for Zuma. Voting was closer than many predicted, but in the end Motshekga triumphed over outgoing league secretary-general Bathabile Dlamini by 295 votes in an overnight ballot at their national conference in Bloemfontein. Motshekga, who also serves on the national executive and national working committees, takes over from Home Affairs Minister Nosiviwe Mapisa-Nqakula, who did not stand for re-election. The outcome now sees both subordinate structures of the ANC - the youth and the women's leagues - positioned firmly behind Zuma. It also completes the purge of supporters of President Thabo Mbeki from top party structures. The scene was set for a two-horse race after former league president Winnie Madikizela-Mandela failed to make it on to the ballot. Her popularity did not translate into votes and she failed to get the 889 (25%) votes required. Only 427 of the 3 409 delegates supported her comeback bid. The announcement of Motshekga's victory was met with a spectacle reminiscent of Zuma's triumph in Polokwane. Thousands of delegates erupted into euphoric singing, dancing, ululating and whistle-blowing. Pleas for order were drowned out as hundreds of delegates swamped the stage, some waving hastily made placards of derision or support. This, despite repeated warnings that such ""unofficial canvassing placards"" would not be tolerated. Officials even threatened on Saturday to disqualify a candidate in whose name such behaviour took place. Nosipho Ntwanambi was elected deputy president; South Africa's ambassador to the Netherlands, Hlengiwe Mkhize, was made treasurer general; and Sisisi Tolashe was voted into the post of secretary-general."
617,Cape Times (South Africa),7/16/2008,Judge's findings on corruption in Eastern Cape 'part of political smear campaign',e2 Edition,SOUTH AFRICA (89%),NEWS; Pg. 4,CT,Newspaper,Boyd Webb,ENGLISH,530 words,,15-Jul-08,"PRETORIA, SOUTH AFRICA (89%)",POLITICAL CORRUPTION (90%); CORRUPTION (90%); POLITICS (90%); INVESTIGATIONS (89%); JUDGES (89%); ELECTIONS (78%); LAW ENFORCEMENT (75%); EXECUTIVES (71%); CULTURE DEPARTMENTS (70%); GOVERNMENT CONTROLLERS & AUDITORS (63%),"Pretoria: Top politicians fingered in an explosive report on corruption in the former administration of the Eastern Cape say the ""findings"" are nothing more than a political smear campaign by political enemies out to discredit them. Three of the four ANC top brass named in the report are foes of Eastern Cape Premier Nosimo Balindlela, who meanwhile is poised to be axed from her post at the behest of the ANC's national executive committee (NEC). The report, compiled by a commission headed by Judge Ronnie Pillay, reportedly implicates the former chief executive officer of the Eastern Cape Development Corporation, Mcebisi Jonas; Sports Minister Makhenkesi Stofile, who is also a former Eastern Cape premier; Eastern Cape ANC chairperson Stone Sizani; and ANC NEC member and former economic development MEC Enoch Godongwana in multimillion rand irregularities. They demanded a retraction of the allegations by noon yesterday, pointing out they had not been afforded an opportunity to answer the accusations, but this deadline passed without a word from Pillay. ""It (the report) was an attempt to sustain a particular image of certain individuals and deal with them politically and it's really sad,"" Jonas said yesterday. He said it was very suspicious that the report was leaked at the time that there was tremendous upheaval taking place within ANC structures in the Eastern Cape. The report was ""leaked"" on the eve of last weekend's critical NEC meeting that mooted getting rid of Balindlela, who is a staunch ally of President Thabo Mbeki and is blamed for failing to come to grips with chronic problems of maladministration in the impoverished province. Sizani, too, backed Mbeki, but is understood to have mended fences with the so-called Zuma camp in the region during the past few months. Ironically, Jonas is tipped as a possible future premier of the province and while some view Godongwana as a contender to take over from Balindlela, he is thought likely to be destined for a national Cabinet post after next year's elections. The men's legal representative, Lister Nuku, confirmed yesterday that Pillay had not retracted the allegations contained in the report. He earlier threatened to launch an urgent court application for ""appropriate declaratory relief"" and punitive costs if the allegations were not withdrawn. Pillay himself declined to comment on the matter, stating that the report was there ""for everybody to see"". The Daily Dispatch newspaper, meanwhile, quoted presidential spokesperson Mukoni Ratshitanga as saying the premier had to refer such allegations to a law enforcement agency that could then decide about the ""admissibility and veracity of information contained in the report"". The Pillay report, which contained extracts from an earlier investigation by the Auditor General's office, found that loans were granted by the Eastern Cape Development Corporation ""without adhering to the prescribed policies"". The report also noted that outstanding balances on these loans were written off. Cosatu said yesterday that while allegations of corruption must be taken seriously, the circumstances under which the information had come to light could also not be ignored."
619,Cape Times (South Africa),7/24/2008,'Scorpions needed to fight police corruption',e1 Edition,SOUTH AFRICA (92%),NEWS; Pg. 5,CT,Newspaper,Boyd Webb,ENGLISH,191 words,,23-Jul-08,"PRETORIA, SOUTH AFRICA (90%); CAPE TOWN, SOUTH AFRICA (79%)",CORRUPTION (92%); POLICE MISCONDUCT (91%); LEGISLATIVE BODIES (90%); INVESTIGATIONS (90%); RESEARCH INSTITUTES (78%); POLICE FORCES (78%); PUBLIC HEARINGS (67%),"Pretoria: Police corruption is likely to sky rocket if the Scorpions are closed down, the Centre for the Study of Violence and Reconciliation (CSVR) said in a submission to Parliament that calls for the elite crime-fighting unit not to be disbanded. ""The SA Police Service is already riddled with corruption and is very bad at addressing the issue,"" CSVR senior researcher David Bruce argued. He said corruption in the service could only be properly addressed if investigating units, with the ""investigative sophistication"" of the Scorpions, remained independent. Their dissolution would undermine public confidence and the effectiveness of the criminal justice system. The CSVR submission is one of many the chairperson of the National Assembly's safety and security committee, Maggie Sotyu, expects to be waiting for her when she returns to Parliament on Tuesday. The public has till Monday to make submissions on whether the Directorate of Special Operations (Scorpions) should be closed and merged into the South Africa Police Service. l Sotyu and her justice committee counterpart Yunus Carrim plan public hearings in Cape Town from August 6 to 8."
620,Cape Times (South Africa),8/5/2008,"Corruption is on the decline, says government",e1 Edition,SOUTH AFRICA (79%),NEWS; Pg. 5,CT,Newspaper,,ENGLISH,103 words,,4-Aug-08,"JOHANNESBURG, SOUTH AFRICA (74%)",CORRUPTION (93%),"Johannesburg: Government rejected allegations by the Public Service Commission that it was riddled with corruption, arguing instead that there had been a decline in graft. Public Service and Administration director-general Richard Levin said: ""Our actual experience of corruption is that it is marginally on the decline,"" he said adding that the ""public sector was no more unethical or corrupt than the rest of society was."" His minister, Geraldine Fraser-Moleketi, also argued that the government's multi-sectoral approach to fighting corruption had contributed to anti-corruption reforms in South Africa. - Political Bureau"
621,Cape Times (South Africa),8/7/2008,Summit focuses on ethics to curb corruption,e1 Edition,SOUTH AFRICA (79%),NEWS; Pg. 6,CT,Newspaper,Louise Flanagan,ENGLISH,273 words,BLACK SASH (55%),6-Aug-08,,CHILDREN (91%); ETHICS (90%); CORRUPTION (90%); TEACHING & TEACHERS (90%); FRAUD & FINANCIAL CRIME (90%); PRICE FIXING (90%); ANTITRUST & TRADE LAW (87%); COLLEGE & UNIVERSITY PROFESSORS (78%); EDUCATION DEPARTMENTS (77%); EDUCATIONAL INSTITUTION EMPLOYEES (77%); CARTELS (71%); MANAGERS & SUPERVISORS (69%); WAGES & SALARIES (65%); UNEMPLOYMENT RATES (65%); POVERTY & HOMELESSNESS (65%); RACISM & XENOPHOBIA (54%); INTEREST RATES (51%); ECONOMIC NEWS (51%),"JOHANNESBURG: The only way to teach children ethics is by example. ""Children learn about ethics and values primarily through observation of adult behaviour,"" said honourary professor of education at Wits, Jonathan Jansen. ""The kind of husband my daughter will choose will depend crucially on how I love her mother, not on a module,"" he told the third National Anti-Corruption Summit in Boksburg on Tuesday. He questioned what children were learning from the corruption trial of Jacob Zuma. Jansen noted that the ""iconic picture"" for his generation was that of dying pupil Hector Pieterson being carried during the 1976 school uprisings, but warned the iconic picture for this generation was that of a Mozambican burning in xenophobic attacks. He was ""bitterly disappointed"" with the lack of leaders speaking out against those attacks. Deputy Education Minister Enver Surty emphasised the need both for role models and for more than just speaking about values. The president of the National Professional Teachers' Organisation, Dave Balt, said teaching ethics meant infusing ethics into the practice of teaching"". The summit strongly criticised price-fixing and business collusion. Black Sash national advocacy programme manager, Nkosikhulule Nyembezi, said price-fixing and cartel activity took place amidst unemployment, low wages, higher fuel prices and interest rates and chronic poverty. Participants at the summit resolved to call for laws to block companies found guilty of price fixing and collusion from state tenders. Delegates also reiterated a call for the Competition Act to be changed to hold individuals accountable for such behaviour."
622,Cape Times (South Africa),8/26/2008,ANC audit finds corruption and fraud with membership and AGMs,e2 Edition,SOUTH AFRICA (79%),NEWS; Pg. 3,CT,Newspaper,,ENGLISH,222 words,,25-Aug-08,,AUDITS (93%); CORRUPTION (90%); FRAUD & FINANCIAL CRIME (90%),"forms were not audited as some were attached to renewal forms. l In the Overberg, four branches doubled or trebled their membership immediately after their launch AGMs. In their summary, the audit team also said: ""The draft audit report in terms of the outcome clearly points out corruption and fraud regarding membership, branches went to AGMs without achieving quorums and payment of membership. ""In the Boland, this happened mostly after the disbandment of the REC (regional executive). Out of the 39 branches formed, 37 were approved under the supervision of the dissolved REC. ""Clearly, we welcome the draft audit report. In fact, it endorsed our argument that a team from national must be deployed as a matter of urgency to legitimise the process leading up to the two outstanding regional conferences and the provincial conference."" The report, leaked to the Cape Times, came in the wake of accusations that branch and regional AGMs had been rigged in favour of Skwatsha being elected provincial chairman. Meanwhile, Boland's regional conference was postponed for the fifth time at the weekend. No date has yet been set for the Dullah Omar region as it is struggling to have the required 70% of its branches hold AGMs. Regional conferences must be held before the provincial elective conference can take place. aziz.hartley@inl.co.za"
623,Cape Times (South Africa),8/26/2008,ANC national audit finds corruption and fraud in province,e2 Edition,SOUTH AFRICA (79%),NEWS; Pg. 1,CT,Newspaper,AZIZ HARTLEY,ENGLISH,290 words,,25-Aug-08,,AUDITS (91%); CORRUPTION (91%); FRAUD & FINANCIAL CRIME (90%); INVESTIGATIONS (90%); CONFERENCES & CONVENTIONS (90%); ASSOCIATIONS & ORGANIZATIONS (78%); TALKS & MEETINGS (78%); INDICTMENTS (53%),"AN ANC national audit committee has recommended that the Western Cape Provincial Executive headed by Mcebisi Skwatsha should be dissolved because of corruption and fraud. The audit also found that the party's provincial secretariat should be held responsible for the party's sorry state of affairs. It also wants two outstanding regional conferences and the provincial conference to be run by the ANC national office instead of Skwatsha and the provincial executive, ""to legitimise the process"". These findings are in a summary by an ANC national audit team - Errol Present, Mandla Dlamini and Mandla Twala - which earlier this month investigated the party's membership and branches in the province. Messages left for Skwatsha were not returned. ""There is no need for the PEC (provincial executive committee) to operate further; (it) must be dissolved because the audit report is an indictment against the PEC. ""The (Western Cape) provincial secretariat must take full responsibility for the sorry state of the organisation in the province,"" the committee stated in its findings. The team found that there had been widespread corruption and fraud regarding membership and that many branches held annual general meetings (AGM) without achieving quorums, among other things. During auditing from August 5 to August 9 at the ANC provincial offices, the team found: l Some branches were launched and held AGMs with participation by under-age teenagers. l Some membership application forms were tampered with or not signed by members themselves. l Some AGMs were held without the chairpersons, secretaries or their deputies present. l There were no deposit slips as proof of payment for membership and 70% claimed to have made a bulk payment. l Expired membership"
625,Cape Times (South Africa),11/4/2008,Traffic officials warned of price of corruption if found guilty of bribery,e2 Edition,SOUTH AFRICA (79%),NEWS; Pg. 6,CT,Newspaper,STAFF WRITER,ENGLISH,365 words,,4-Nov-08,,BRIBERY (92%); CORRUPTION (90%); LAW ENFORCEMENT (90%); CRIMINAL CONVICTIONS (90%); ROAD TRANSPORTATION SAFETY (89%); TRANSPORTATION LAW (78%); DRIVING & TRAFFIC LAWS (76%); EVIDENCE (73%),"COMMUNITY Safety MEC Patrick McKenzie says he has received several complaints about alleged bribery of traffic officials and warned that if arrested and convicted of such a crime, they will pay a ""very high price for such negative behaviour"". In a review of Transport Month and the ongoing work of the Department of Community Safety, McKenzie appealed to commuters, road users, drivers and passengers to be extra careful when on the road. ""Let us ensure that every day and night is road safety. An ideal situation is for there to be no accidents and no deaths on our roads and for us to reach this goal we must take control of our safety which means driving within the road limit, not under the influence of alcohol or drugs, no speeding and for commuters to also respect road signs and crossings designated for road users,"" said McKenzie. He said road traffic law enforcement officers had a large responsibility to implement the laws which ensure safer travel. ""I want our law enforcement to at all times ensure that the safety of our road users is ensured and for this to be carried out effectively they must implement the laws of road traffic usage and safety. ""However, I am also aware of verbal complaints of alleged bribery involving police and traffic officers and, while I may not have factual evidence of such, it does not mean that either the Department of Community Safety or myself as MEC of Community Safety ignores such allegations. ""I can assure you that government treats this very seriously and we do look at strategies at eradicating corruption and bribery deals. ""I must say that this is no easy process and it starts with us as people not to be involved in bribery as this crime impacts negatively on our road and traffic safety,"" McKenzie said. He appealed to law enforcement officers is to wear their badge and uniform ""with respect and dignity"" and not to ""bring dishonour upon yourselves"" by being corrupt. ""If arrested and convicted of such a crime, then you will pay a very high price for such negative behaviour."" People may report crime or corruption on 08600 10111, the Community Safety Department on 021 483 4332 or national government's toll- free number 0800 701701."
626,Cape Times (South Africa),11/4/2008,Balfour tried to halt prisons corruption probe - claim,e2 Edition,SOUTH AFRICA (79%),NEWS; Pg. 5,CT,Newspaper,Siyabonga Mkhwanazi,ENGLISH,343 words,,4-Nov-08,,PRISONS (92%); CORRECTIONS (92%); CORRECTIONS WORKERS (90%); INVESTIGATIONS (90%); CRIMINAL INVESTIGATIONS (90%); CORRUPTION (90%); MANAGERS & SUPERVISORS (73%); APPROVALS (72%),"CORRECTIONAL Services Minister Ngconde Balfour is alleged by a high-ranking officer to have ordered his new director-general, Xoliswa Sibeko, to halt a probe into two regional commissioners her predecessor, Vernie Petersen, suspended pending the findings of a corruption probe. Balfour denied the allegations yesterday. An MP, who has asked not to be named, has said that he has received similar information from other officials in the department, while James Selfe (DA) says the allegations are so serious he will be writing to Speaker Gwen Mahlangu-Nkabinde. ""The (portfolio) committee on correctional services must meet as a matter of urgency to discuss the allegations,"" Selfe said. But ministry spokesperson Simphiwe Xako said last night: ""We deny that the minister is interfering in the department's administrative processes. ""As a political principal of the Department of Correctional Services, the minister fully respects and recognises the powers and functions of the new national commissioner. The minister believes in (Sibeko's) autonomy."" The high-ranking Correctional Services officer, who has also asked not to be named, alleges that Balfour tried to stop the investigation into the suspended regional commissioners and to reverse the transfers of senior managers effected by Petersen. It is understood that Sibeko told Balfour she needed time to study the facts before taking any decision on halting the probe into the regional commissioner for Mpumalanga, Limpopo and North West, Andrew Gillingham, and the regional commissioner for the Free State and the Northern Cape, Zacharia Modise. They were suspended by Petersen two months ago on the grounds of a preliminary report from the Special Investigating Unit, which is investigating the alleged rigging of Correctional Services contracts worth millions of rands. Sibeko, formerly the director-general of sport, and Petersen were swopped two weeks ago in a controversial move approved by Deputy President Baleka Mbete while she was acting president and President Kgalema Motlanthe was out of the country."
627,Cape Times (South Africa),11/20/2008,Former ANC premier to face charges of corruption,e1 Edition,SOUTH AFRICA (79%),NEWS; Pg. 5,CT,Newspaper,ZELDA VENTER,ENGLISH,365 words,,19-Nov-08,"PRETORIA, SOUTH AFRICA (90%)",CORRUPTION (92%); BRIBERY (78%); CRIMINAL INVESTIGATIONS (75%); LAW COURTS & TRIBUNALS (75%); DELAYS & POSTPONEMENTS (73%); CRIMINAL OFFENSES (73%); REGIONAL & LOCAL GOVERNMENTS (50%),"PRETORIA: ANC heavyweight and former Limpopo premier Ngoako Ramatlhodi will face charges of corruption. This was confirmed last night by National Prosecuting Authority spokesperson Tlali Tlali. ""The Scorpions took a decision to prosecute Mr Ramatlhodi. He, however, has made representations which are being considered by the acting National Director of Public Prosecutions, advocate Moko-tedi Mpshe,"" said Tlali, who would not elaborate on the nature of the charges at this stage, other than to confirm that it involved alleged corruption. Ramatlhodi, a member of the ANC's national executive committee, earlier applied to the Pretoria High Court for the second time to be admitted as an advocate. His first bid was in 2004 when it was rumoured that he was due to take over from the then prosecutions head, Bulelani Ngcuka. A corruption probe involving Ramatlhodi had already been ongoing for a few years. In 2004, Judge Hekkie Daniels postponed Ramatlhodi's application to be admitted as an advocate indefinitely and ordered that the matter may not be enrolled for hearing until such time as the probe involving him (Ramatlhodi) had been disposed of. Now, nearly four years down the line, Ramatlhodi has once again turned to the court in a bid to be admitted as an advocate. This time however, the Pretoria Society of Advocates asked the court for leave to intervene, stating in an affidavit before court that ""from enquiries made to the office of the National Prosecuting Authority, a decision has been made to proffer criminal charges against the applicant (Ramatlhodi)."" Ramatlhodi's application earlier this month was removed from the roll by Judge Dion Basson but he can still enroll the matter at a later stage. In his latest application, Ramatlhodi had cited the Directorate of Special Operations as an interested party. In an affidavit signed by him in September this year, Ramatlhodi denied any wrong doing. ""From press reports, the serious allegation is made that I received a bribe of R5 million and that I have an interest in an entity which acquired a contract from the provincial government of Limpopo while I was Premier. These are scurrilous allegations without any thrust whatsoever."""
